"household_income","deposit","mortgage","interestRate","monthlyCost"
"34382","410990","565365","5.69","729"
"20152","982000","1072482","5.69","427"
"34782","762943","919114","5.69","738"
"26926","816485","937383","5.69","571"
"39768","552161","730719","5.69","843"
"13590","853025","914044","5.69","288"
"28638","439117","567702","5.69","607"
"46037","836976","1043682","5.69","976"
"48457","881250","1098822","5.69","1028"
"26388","285208","403690","5.69","560"
"34681","275281","430999","5.69","735"
"27882","253576","378766","5.69","591"
"47786","247529","462088","5.69","1013"
"42687","520208","711873","5.69","905"
"15417","128488","197710","5.69","327"
"34630","629130","784619","5.69","734"
"17883","959010","1039305","5.69","379"
"35231","788980","947167","5.69","747"
"28767","777081","906245","5.69","610"
"40709","675088","857871","5.69","863"
"20317","794385","885608","5.69","431"
"41568","222806","409446","5.69","882"
"44875","340447","541936","5.69","952"
"37266","418268","585592","5.69","790"
"40324","108700","289755","5.69","855"
"12780","457321","514703","5.69","271"
"10039","822350","null","5.69","8"
"36374","836462","999781","5.69","771"
"46330","955850","1163872","5.69","983"
"15087","742677","810418","5.69","320"
"33320","212474","362081","5.69","707"
"42100","510905","699934","5.69","893"
"24190","978329","1086942","5.69","513"
"30927","482487","621349","5.69","656"
"34824","238405","394765","5.69","738"
"27450","156986","280237","5.69","582"
"35255","412793","571088","5.69","748"
"11539","425299","null","5.69","8"
"14203","450888","514659","5.69","301"
"48759","373709","592637","5.69","1034"
"21571","793229","890083","5.69","457"
"20846","571098","664697","5.69","442"
"49757","765653","989062","5.69","1055"
"19751","719537","808219","5.69","419"
"32943","107478","255392","5.69","699"
"47936","963841","1179074","5.69","1017"
"26569","198412","317707","5.69","563"
"20831","599085","692616","5.69","442"
"25766","488176","603865","5.69","546"
"38599","423699","597009","5.69","819"
"10296","882160","null","5.69","8"
"48021","529849","745463","5.69","1018"
"41752","975781","1163247","5.69","885"
"23935","291066","398534","5.69","508"
"10794","583764","null","5.69","8"
"12960","386241","444431","5.69","275"
"48514","837003","1054831","5.69","1029"
"11377","579850","null","5.69","8"
"15869","770827","842079","5.69","337"
"15966","320028","391715","5.69","339"
"33810","901817","1053624","5.69","717"
"40823","785674","968969","5.69","866"
"28604","907871","1036303","5.69","607"
"39811","132993","311744","5.69","844"
"12414","660961","716700","5.69","263"
"11579","357715","null","5.69","8"
"38557","845196","1018317","5.69","818"
"33362","993099","1142894","5.69","707"
"14255","742022","806027","5.69","302"
"33638","431005","582040","5.69","713"
"10088","710427","null","5.69","8"
"45187","284975","487865","5.69","958"
"30826","773205","911614","5.69","654"
"23401","827249","932319","5.69","496"
"11728","122544","null","5.69","8"
"36172","761622","924034","5.69","767"
"34607","903304","1058689","5.69","734"
"31145","402599","542440","5.69","660"
"42500","852504","1043329","5.69","901"
"44730","178225","379063","5.69","949"
"16861","581970","657676","5.69","358"
"32816","905899","1053243","5.69","696"
"48567","170023","388089","5.69","1030"
"45559","315184","519744","5.69","966"
"20408","644467","736099","5.69","433"
"27592","133482","257370","5.69","585"
"25880","416004","532205","5.69","549"
"28546","628261","756433","5.69","605"
"28907","841746","971538","5.69","613"
"49494","589053","811281","5.69","1050"
"14554","984390","1049737","5.69","309"
"42770","914129","1106166","5.69","907"
"48765","968616","1187571","5.69","1034"
"49983","454562","678986","5.69","1060"
"24537","909381","1019552","5.69","520"
"23986","523221","630918","5.69","509"
"22498","659921","760937","5.69","477"
"47082","762474","973872","5.69","998"
"43503","503531","698859","5.69","923"
"24705","319587","430512","5.69","524"
"20858","165901","259553","5.69","442"
"11213","101694","null","5.69","8"
"39143","522356","698108","5.69","830"
"45059","206182","408497","5.69","956"
"27411","391821","514896","5.69","581"
"41807","260263","447976","5.69","887"
"45563","466957","671535","5.69","966"
"21961","634062","732667","5.69","466"
"37819","724200","894007","5.69","802"
"30641","727979","865557","5.69","650"
"20113","517418","607725","5.69","427"
"47705","237023","451218","5.69","1012"
"23691","882658","989031","5.69","502"
"36094","726648","888710","5.69","765"
"32672","420701","567398","5.69","693"
"28079","534229","660304","5.69","595"
"35668","623863","784012","5.69","756"
"49223","543601","764612","5.69","1044"
"12075","614236","668453","5.69","256"
"35061","493760","651184","5.69","744"
"40821","919868","1103154","5.69","866"
"45292","806748","1010109","5.69","960"
"20806","384823","478242","5.69","441"
"32420","765718","911284","5.69","688"
"26901","829020","949805","5.69","570"
"26156","132370","249810","5.69","555"
"43371","640280","835016","5.69","920"
"34752","787809","943845","5.69","737"
"23064","876977","980534","5.69","489"
"44625","605076","805442","5.69","946"
"12275","746263","801378","5.69","260"
"23581","948505","1054384","5.69","500"
"22674","839274","941080","5.69","481"
"33346","441527","591251","5.69","707"
"10067","508351","null","5.69","8"
"23417","645420","750562","5.69","497"
"28233","273360","400126","5.69","599"
"44310","542379","741331","5.69","940"
"18881","729245","814021","5.69","400"
"37298","399858","567326","5.69","791"
"48457","681173","898745","5.69","1028"
"39844","612344","791244","5.69","845"
"18855","450428","535087","5.69","400"
"32991","415863","563993","5.69","700"
"14325","732308","796627","5.69","304"
"33174","623251","772202","5.69","704"
"16334","228865","302205","5.69","346"
"40320","107293","288330","5.69","855"
"40437","215240","396802","5.69","858"
"11595","195045","null","5.69","8"
"22797","247694","350053","5.69","483"
"29944","548232","682681","5.69","635"
"15386","323127","392210","5.69","326"
"13566","427614","488525","5.69","288"
"44203","416595","615066","5.69","937"
"16310","951821","1025053","5.69","346"
"39839","789682","968559","5.69","845"
"24160","887271","995749","5.69","512"
"46058","406547","613347","5.69","977"
"11572","540789","null","5.69","8"
"17139","837347","914301","5.69","363"
"40320","353324","534361","5.69","855"
"26233","955360","1073146","5.69","556"
"12709","120633","177696","5.69","270"
"27368","115792","238674","5.69","580"
"44676","345767","546362","5.69","947"
"30298","931751","1067789","5.69","643"
"12574","970886","1027343","5.69","267"
"36173","594087","756504","5.69","767"
"43606","235633","431424","5.69","925"
"26218","450990","568709","5.69","556"
"21172","539995","635057","5.69","449"
"31682","242813","385065","5.69","672"
"48802","798950","1018071","5.69","1035"
"20223","692105","782906","5.69","429"
"14553","402395","467738","5.69","309"
"45549","866314","1070829","5.69","966"
"34821","798432","954778","5.69","738"
"11450","643257","null","5.69","8"
"26728","364075","484084","5.69","567"
"23914","571207","678581","5.69","507"
"11702","314825","null","5.69","8"
"41746","757855","945295","5.69","885"
"34379","167971","322333","5.69","729"
"46413","374887","583281","5.69","984"
"16449","525980","599836","5.69","349"
"40199","481306","661800","5.69","852"
"38181","925908","1097341","5.69","810"
"11899","365836","null","5.69","8"
"26333","638198","756433","5.69","558"
"39870","810854","989870","5.69","846"
"17435","904004","982287","5.69","370"
"45287","181595","384934","5.69","960"
"12206","627827","682632","5.69","259"
"49135","192855","413471","5.69","1042"
"49723","937536","1160792","5.69","1054"
"38858","803076","977548","5.69","824"
"45085","957377","1159809","5.69","956"
"47862","254185","469085","5.69","1015"
"12775","118646","176006","5.69","271"
"37917","128746","298993","5.69","804"
"35370","131805","290616","5.69","750"
"46106","815513","1022529","5.69","978"
"20465","464395","556283","5.69","434"
"22969","634335","737466","5.69","487"
"10957","594895","null","5.69","8"
"24366","978916","1088319","5.69","517"
"33416","572790","722828","5.69","709"
"35375","159467","318301","5.69","750"
"11855","541490","null","5.69","8"
"48708","556703","775402","5.69","1033"
"25956","779439","895981","5.69","550"
"38075","879873","1050830","5.69","807"
"15905","316289","387702","5.69","337"
"44992","603775","805789","5.69","954"
"14659","129202","195021","5.69","311"
"19989","126949","216700","5.69","424"
"39283","905467","1081848","5.69","833"
"23110","682428","786192","5.69","490"
"10900","955697","null","5.69","8"
"46803","889178","1099323","5.69","993"
"34793","817555","973776","5.69","738"
"23837","778821","885849","5.69","506"
"24664","286621","397362","5.69","523"
"28863","420472","550067","5.69","612"
"23514","645414","750992","5.69","499"
"47671","602589","816632","5.69","1011"
"36000","558536","720176","5.69","763"
"48557","660309","878330","5.69","1030"
"23228","649082","753376","5.69","493"
"29611","827547","960500","5.69","628"
"39249","893490","1069718","5.69","832"
"43877","844054","1041062","5.69","930"
"37377","755777","923600","5.69","793"
"19286","733256","819850","5.69","409"
"39359","395962","572684","5.69","835"
"26262","189733","307649","5.69","557"
"49611","817441","1040194","5.69","1052"
"12026","732110","786107","5.69","255"
"42408","990199","1180611","5.69","899"
"34581","546151","701420","5.69","733"
"42619","821250","1012609","5.69","904"
"48461","173409","390999","5.69","1028"
"44637","792441","992861","5.69","947"
"14012","402789","465703","5.69","297"
"36106","259720","421836","5.69","766"
"46136","188726","395877","5.69","978"
"21348","688242","784095","5.69","453"
"12915","598671","656659","5.69","274"
"39044","866701","1042009","5.69","828"
"22596","802676","904132","5.69","479"
"15276","950224","1018813","5.69","324"
"15319","982088","1050870","5.69","325"
"15709","977042","1047575","5.69","333"
"39182","960879","1136806","5.69","831"
"27159","823274","945218","5.69","576"
"25522","587715","702309","5.69","541"
"17833","499495","579565","5.69","378"
"18940","397460","482501","5.69","402"
"27908","480578","605885","5.69","592"
"29222","677785","808992","5.69","620"
"40373","369670","550945","5.69","856"
"11322","776139","null","5.69","8"
"46401","894036","1102376","5.69","984"
"12631","753732","810445","5.69","268"
"48186","148978","365333","5.69","1022"
"20112","594736","685039","5.69","427"
"33740","106080","257573","5.69","716"
"16888","322700","398527","5.69","358"
"30843","463970","602455","5.69","654"
"49948","405782","630049","5.69","1059"
"28343","252541","379801","5.69","601"
"37308","558074","725587","5.69","791"
"10543","451277","null","5.69","8"
"34090","407694","560758","5.69","723"
"42922","120461","313181","5.69","910"
"40191","643654","824112","5.69","852"
"19840","167075","256157","5.69","421"
"20531","251410","343594","5.69","435"
"25289","711692","825240","5.69","536"
"17924","848891","929370","5.69","380"
"22596","845464","946920","5.69","479"
"32068","777106","921091","5.69","680"
"28887","981583","1111286","5.69","613"
"49956","611210","835512","5.69","1059"
"10080","205725","null","5.69","8"
"14546","387033","452345","5.69","308"
"43677","223718","419828","5.69","926"
"47222","699698","911725","5.69","1001"
"42733","725104","916975","5.69","906"
"20405","931252","1022870","5.69","433"
"41579","207673","394363","5.69","882"
"31653","515238","657360","5.69","671"
"35136","486832","644593","5.69","745"
"22557","232059","333340","5.69","478"
"49066","286356","506662","5.69","1041"
"36773","784906","950017","5.69","780"
"22941","183860","286865","5.69","487"
"38067","652037","822958","5.69","807"
"49099","492393","712848","5.69","1041"
"35148","291547","449362","5.69","745"
"34274","305117","459007","5.69","727"
"38328","429750","601843","5.69","813"
"32913","299996","447775","5.69","698"
"16390","993680","1067271","5.69","348"
"29420","444051","576147","5.69","624"
"16602","856436","930979","5.69","352"
"42219","133083","322646","5.69","895"
"40133","406545","586742","5.69","851"
"10549","225052","null","5.69","8"
"33683","196279","347516","5.69","714"
"30542","749893","887027","5.69","648"
"28112","157188","283411","5.69","596"
"32704","245225","392066","5.69","694"
"10652","907168","null","5.69","8"
"41879","994240","1182277","5.69","888"
"47429","703729","916685","5.69","1006"
"49380","924399","1146115","5.69","1047"
"43961","311322","508707","5.69","932"
"23963","911747","1019341","5.69","508"
"39436","878893","1055961","5.69","836"
"43256","886766","1080985","5.69","917"
"11834","246361","null","5.69","8"
"39787","347764","526408","5.69","844"
"29136","845402","976223","5.69","618"
"17812","822470","902446","5.69","378"
"42510","206874","397744","5.69","901"
"25785","337345","453120","5.69","547"
"47275","865556","1077821","5.69","1003"
"16259","812014","885017","5.69","345"
"48743","932475","1151331","5.69","1034"
"23831","847575","954576","5.69","505"
"40251","722505","903232","5.69","854"
"12024","455168","509156","5.69","255"
"23040","381510","484960","5.69","489"
"25543","787650","902338","5.69","542"
"46769","520976","730969","5.69","992"
"21076","253198","347829","5.69","447"
"32549","305390","451535","5.69","690"
"35230","926415","1084598","5.69","747"
"33999","361932","514588","5.69","721"
"17699","867134","946603","5.69","375"
"43569","703189","898814","5.69","924"
"38352","807992","980192","5.69","813"
"48008","801077","1016633","5.69","1018"
